date,year,month,district_kr,population_1000s,waste_kg_per_capita_per_day,total_waste_tons_per_month,policy_period
2017-03-01,2017,3,안양시,570,0.362,6186.2,Early Implementation
2017-03-01,2017,3,부천시,800,0.383,9198.7,Early Implementation
2017-03-01,2017,3,고양시,1060,0.37,11754.5,Early Implementation
2017-03-01,2017,3,남양주시,720,0.367,7918.5,Early Implementation
2017-03-01,2017,3,화성시,890,0.38,10139.7,Early Implementation
2017-03-01,2017,3,평택시,520,0.376,5864.0,Early Implementation
2017-03-01,2017,3,의정부시,430,0.385,4970.4,Early Implementation
2017-03-01,2017,3,파주시,480,0.373,5374.2,Early Implementation
2017-03-01,2017,3,광명시,320,0.366,3517.9,Early Implementation
2017-03-01,2017,3,광주시,410,0.375,4612.0,Early Implementation
2017-03-01,2017,3,군포시,280,0.387,3251.1,Early Implementation
2017-04-01,2017,4,수원시,1190,0.368,13123.4,Early Implementation
2017-04-01,2017,4,용인시,1080,0.397,12860.4,Early Implementation
2017-04-01,2017,4,성남시,940,0.378,10647.8,Early Implementation
2017-04-01,2017,4,안산시,650,0.384,7495.6,Early Implementation
2017-04-01,2017,4,안양시,570,0.383,6547.4,Early Implementation
2017-04-01,2017,4,부천시,800,0.376,9029.3,Early Implementation
2017-04-01,2017,4,고양시,1060,0.405,12885.0,Early Implementation
2017-04-01,2017,4,남양주시,720,0.378,8157.3,Early Implementation
2017-04-01,2017,4,화성시,890,0.393,10498.6,Early Implementation
2017-04-01,2017,4,평택시,520,0.365,5698.6,Early Implementation
2017-04-01,2017,4,의정부시,430,0.347,4476.4,Early Implementation
2017-04-01,2017,4,파주시,480,0.353,5084.6,Early Implementation
2017-04-01,2017,4,광명시,320,0.375,3599.0,Early Implementation
2017-04-01,2017,4,광주시,410,0.389,4784.7,Early Implementation
2017-04-01,2017,4,군포시,280,0.387,3248.9,Early Implementation
2017-05-01,2017,5,수원시,1190,0.376,13435.8,Early Implementation
2017-05-01,2017,5,용인시,1080,0.358,11597.9,Early Implementation
2017-05-01,2017,5,성남시,940,0.378,10667.2,Early Implementation
2017-05-01,2017,5,안산시,650,0.395,7700.7,Early Implementation
2017-05-01,2017,5,안양시,570,0.359,6133.2,Early Implementation
2017-05-01,2017,5,부천시,800,0.359,8609.0,Early Implementation
2017-05-01,2017,5,고양시,1060,0.371,11802.4,Early Implementation
2017-05-01,2017,5,남양주시,720,0.389,8400.2,Early Implementation
2017-05-01,2017,5,화성시,890,0.363,9691.8,Early Implementation
2017-05-01,2017,5,평택시,520,0.368,5747.1,Early Implementation
2017-05-01,2017,5,의정부시,430,0.364,4692.4,Early Implementation
2017-05-01,2017,5,파주시,480,0.409,5896.7,Early Implementation
2017-05-01,2017,5,광명시,320,0.36,3456.7,Early Implementation
2017-05-01,2017,5,광주시,410,0.379,4660.3,Early Implementation
2017-05-01,2017,5,군포시,280,0.397,3337.5,Early Implementation
2017-06-01,2017,6,수원시,1190,0.362,12922.4,Early Implementation
2017-06-01,2017,6,용인시,1080,0.345,11168.2,Early Implementation
2017-06-01,2017,6,성남시,940,0.383,10808.6,Early Implementation
2017-06-01,2017,6,안산시,650,0.364,7105.0,Early Implementation
2017-06-01,2017,6,안양시,570,0.379,6481.8,Early Implementation
2017-06-01,2017,6,부천시,800,0.404,9697.6,Early Implementation
2017-06-01,2017,6,고양시,1060,0.371,11789.6,Early Implementation
2017-06-01,2017,6,남양주시,720,0.395,8527.5,Early Implementation
2017-06-01,2017,6,화성시,890,0.377,10053.4,Early Implementation
2017-06-01,2017,6,평택시,520,0.388,6049.2,Early Implementation
2017-06-01,2017,6,의정부시,430,0.387,4988.3,Early Implementation
2017-06-01,2017,6,파주시,480,0.396,5695.8,Early Implementation
2017-06-01,2017,6,광명시,320,0.396,3804.6,Early Implementation
2017-06-01,2017,6,광주시,410,0.369,4539.6,Early Implementation
2017-06-01,2017,6,군포시,280,0.382,3210.9,Early Implementation
2017-07-01,2017,7,수원시,1190,0.4,14279.4,Early Implementation
2017-07-01,2017,7,용인시,1080,0.413,13383.2,Early Implementation
2017-07-01,2017,7,성남시,940,0.402,11337.6,Early Implementation
2017-07-01,2017,7,안산시,650,0.384,7492.0,Early Implementation
2017-07-01,2017,7,안양시,570,0.433,7412.1,Early Implementation
2017-07-01,2017,7,부천시,800,0.396,9500.1,Early Implementation
2017-07-01,2017,7,고양시,1060,0.42,13359.4,Early Implementation
2017-07-01,2017,7,남양주시,720,0.4,8639.2,Early Implementation
2017-07-01,2017,7,화성시,890,0.41,10957.5,Early Implementation
2017-07-01,2017,7,평택시,520,0.393,6135.6,Early Implementation
2017-07-01,2017,7,의정부시,430,0.404,5211.2,Early Implementation
2017-07-01,2017,7,파주시,480,0.393,5656.2,Early Implementation
2017-07-01,2017,7,광명시,320,0.4,3841.1,Early Implementation
2017-07-01,2017,7,광주시,410,0.393,4839.5,Early Implementation
2017-07-01,2017,7,군포시,280,0.423,3553.3,Early Implementation
2017-08-01,2017,8,수원시,1190,0.408,14565.1,Early Implementation
2017-08-01,2017,8,용인시,1080,0.35,11355.0,Early Implementation
2017-08-01,2017,8,성남시,940,0.398,11229.7,Early Implementation
2017-08-01,2017,8,안산시,650,0.388,7559.3,Early Implementation
2017-08-01,2017,8,안양시,570,0.394,6744.1,Early Implementation
2017-08-01,2017,8,부천시,800,0.385,9242.2,Early Implementation
2017-08-01,2017,8,고양시,1060,0.406,12915.0,Early Implementation
2017-08-01,2017,8,남양주시,720,0.414,8941.4,Early Implementation
2017-08-01,2017,8,화성시,890,0.365,9741.7,Early Implementation
2017-08-01,2017,8,평택시,520,0.399,6219.1,Early Implementation
2017-08-01,2017,8,의정부시,430,0.397,5116.8,Early Implementation
2017-08-01,2017,8,파주시,480,0.392,5638.2,Early Implementation
2017-08-01,2017,8,광명시,320,0.408,3913.5,Early Implementation
2017-08-01,2017,8,광주시,410,0.407,5010.7,Early Implementation
2017-08-01,2017,8,군포시,280,0.411,3452.4,Early Implementation
2017-09-01,2017,9,수원시,1190,0.463,16526.2,Early Implementation
2017-09-01,2017,9,용인시,1080,0.446,14434.8,Early Implementation
2017-09-01,2017,9,성남시,940,0.451,12717.9,Early Implementation
2017-09-01,2017,9,안산시,650,0.445,8682.0,Early Implementation
2017-09-01,2017,9,안양시,570,0.41,7010.6,Early Implementation
2017-09-01,2017,9,부천시,800,0.424,10172.1,Early Implementation
2017-09-01,2017,9,고양시,1060,0.437,13883.5,Early Implementation
2017-09-01,2017,9,남양주시,720,0.397,8565.5,Early Implementation
2017-09-01,2017,9,화성시,890,0.389,10380.3,Early Implementation
2017-09-01,2017,9,평택시,520,0.414,6457.7,Early Implementation
2017-09-01,2017,9,의정부시,430,0.452,5829.8,Early Implementation
2017-09-01,2017,9,파주시,480,0.414,5958.7,Early Implementation
2017-09-01,2017,9,광명시,320,0.415,3979.9,Early Implementation
2017-09-01,2017,9,광주시,410,0.472,5803.4,Early Implementation
2017-09-01,2017,9,군포시,280,0.428,3595.7,Early Implementation
2017-10-01,2017,10,수원시,1190,0.403,14401.7,Early Implementation
2017-10-01,2017,10,용인시,1080,0.416,13462.5,Early Implementation
2017-10-01,2017,10,성남시,940,0.408,11507.4,Early Implementation
2017-10-01,2017,10,안산시,650,0.472,9195.5,Early Implementation
2017-10-01,2017,10,안양시,570,0.428,7314.5,Early Implementation
2017-10-01,2017,10,부천시,800,0.469,11249.5,Early Implementation
2017-10-01,2017,10,고양시,1060,0.421,13398.1,Early Implementation
2017-10-01,2017,10,남양주시,720,0.448,9676.2,Early Implementation
2017-10-01,2017,10,화성시,890,0.455,12152.6,Early Implementation
2017-10-01,2017,10,평택시,520,0.44,6866.5,Early Implementation
2017-10-01,2017,10,의정부시,430,0.456,5883.3,Early Implementation
2017-10-01,2017,10,파주시,480,0.456,6559.9,Early Implementation
2017-10-01,2017,10,광명시,320,0.464,4449.9,Early Implementation
2017-10-01,2017,10,광주시,410,0.411,5059.3,Early Implementation
2017-10-01,2017,10,군포시,280,0.43,3613.2,Early Implementation
2017-11-01,2017,11,수원시,1190,0.366,13072.5,Early Implementation
2017-11-01,2017,11,용인시,1080,0.378,12238.7,Early Implementation
2017-11-01,2017,11,성남시,940,0.392,11051.2,Early Implementation
2017-11-01,2017,11,안산시,650,0.364,7098.5,Early Implementation
2017-11-01,2017,11,안양시,570,0.364,6227.5,Early Implementation
2017-11-01,2017,11,부천시,800,0.347,8322.0,Early Implementation
2017-11-01,2017,11,고양시,1060,0.373,11872.3,Early Implementation
2017-11-01,2017,11,남양주시,720,0.367,7916.9,Early Implementation
2017-11-01,2017,11,화성시,890,0.334,8920.9,Early Implementation
2017-11-01,2017,11,평택시,520,0.374,5828.4,Early Implementation
2017-11-01,2017,11,의정부시,430,0.384,4957.2,Early Implementation
2017-11-01,2017,11,파주시,480,0.378,5450.0,Early Implementation
2017-11-01,2017,11,광명시,320,0.366,3517.0,Early Implementation
2017-11-01,2017,11,광주시,410,0.361,4435.7,Early Implementation
2017-11-01,2017,11,군포시,280,0.395,3320.9,Early Implementation
2017-12-01,2017,12,수원시,1190,0.398,14208.1,Early Implementation
2017-12-01,2017,12,용인시,1080,0.416,13462.2,Early Implementation
2017-12-01,2017,12,성남시,940,0.388,10940.7,Early Implementation
2017-12-01,2017,12,안산시,650,0.417,8123.3,Early Implementation
2017-12-01,2017,12,안양시,570,0.409,6999.9,Early Implementation
2017-12-01,2017,12,부천시,800,0.385,9250.7,Early Implementation
2017-12-01,2017,12,고양시,1060,0.404,12843.3,Early Implementation
2017-12-01,2017,12,남양주시,720,0.386,8343.8,Early Implementation
2017-12-01,2017,12,화성시,890,0.394,10532.2,Early Implementation
2017-12-01,2017,12,평택시,520,0.4,6242.2,Early Implementation
2017-12-01,2017,12,의정부시,430,0.409,5272.1,Early Implementation
2017-12-01,2017,12,파주시,480,0.392,5640.1,Early Implementation
2017-12-01,2017,12,광명시,320,0.415,3988.7,Early Implementation
2017-12-01,2017,12,광주시,410,0.374,4598.1,Early Implementation
2017-12-01,2017,12,군포시,280,0.439,3690.2,Early Implementation
2018-01-01,2018,1,수원시,1190,0.413,14743.8,Early Implementation
2018-01-01,2018,1,용인시,1080,0.448,14511.1,Early Implementation
2018-01-01,2018,1,성남시,940,0.437,12327.7,Early Implementation
2018-01-01,2018,1,안산시,650,0.446,8695.6,Early Implementation
2018-01-01,2018,1,안양시,570,0.417,7126.2,Early Implementation
2018-01-01,2018,1,부천시,800,0.422,10135.5,Early Implementation
2018-01-01,2018,1,고양시,1060,0.438,13920.8,Early Implementation
2018-01-01,2018,1,남양주시,720,0.436,9415.1,Early Implementation
2018-01-01,2018,1,화성시,890,0.397,10591.4,Early Implementation
2018-01-01,2018,1,평택시,520,0.446,6949.8,Early Implementation
2018-01-01,2018,1,의정부시,430,0.398,5139.4,Early Implementation
2018-01-01,2018,1,파주시,480,0.459,6608.1,Early Implementation
2018-01-01,2018,1,광명시,320,0.428,4109.6,Early Implementation
2018-01-01,2018,1,광주시,410,0.419,5158.9,Early Implementation
2018-01-01,2018,1,군포시,280,0.44,3694.9,Early Implementation
2018-02-01,2018,2,수원시,1190,0.357,12727.6,Early Implementation
2018-02-01,2018,2,용인시,1080,0.375,12135.8,Early Implementation
2018-02-01,2018,2,성남시,940,0.363,10228.6,Early Implementation
2018-02-01,2018,2,안산시,650,0.393,7671.9,Early Implementation
2018-02-01,2018,2,안양시,570,0.368,6300.2,Early Implementation
2018-02-01,2018,2,부천시,800,0.383,9199.3,Early Implementation
2018-02-01,2018,2,고양시,1060,0.359,11416.7,Early Implementation
2018-02-01,2018,2,남양주시,720,0.374,8069.1,Early Implementation
2018-02-01,2018,2,화성시,890,0.357,9529.4,Early Implementation
2018-02-01,2018,2,평택시,520,0.359,5603.8,Early Implementation
2018-02-01,2018,2,의정부시,430,0.366,4717.7,Early Implementation
2018-02-01,2018,2,파주시,480,0.386,5551.3,Early Implementation
2018-02-01,2018,2,광명시,320,0.361,3465.6,Early Implementation
2018-02-01,2018,2,광주시,410,0.366,4507.4,Early Implementation
2018-02-01,2018,2,군포시,280,0.372,3124.3,Early Implementation
2018-03-01,2018,3,수원시,1190,0.361,12904.3,Early Implementation
2018-03-01,2018,3,용인시,1080,0.355,11498.4,Early Implementation
2018-03-01,2018,3,성남시,940,0.354,9976.1,Early Implementation
2018-03-01,2018,3,안산시,650,0.33,6435.4,Early Implementation
2018-03-01,2018,3,안양시,570,0.374,6390.7,Early Implementation
2018-03-01,2018,3,부천시,800,0.327,7840.2,Early Implementation
2018-03-01,2018,3,고양시,1060,0.337,10732.3,Early Implementation
2018-03-01,2018,3,남양주시,720,0.389,8393.2,Early Implementation
2018-03-01,2018,3,화성시,890,0.362,9652.4,Early Implementation
2018-03-01,2018,3,평택시,520,0.369,5749.6,Early Implementation
2018-03-01,2018,3,의정부시,430,0.333,4300.4,Early Implementation
2018-03-01,2018,3,파주시,480,0.324,4670.9,Early Implementation
2018-03-01,2018,3,광명시,320,0.39,3741.3,Early Implementation
2018-03-01,2018,3,광주시,410,0.381,4689.6,Early Implementation
2018-03-01,2018,3,군포시,280,0.371,3119.8,Early Implementation
2018-04-01,2018,4,수원시,1190,0.368,13141.5,Early Implementation
2018-04-01,2018,4,용인시,1080,0.356,11527.4,Early Implementation
2018-04-01,2018,4,성남시,940,0.341,9628.3,Early Implementation
2018-04-01,2018,4,안산시,650,0.329,6408.2,Early Implementation
2018-04-01,2018,4,안양시,570,0.332,5683.0,Early Implementation
2018-04-01,2018,4,부천시,800,0.367,8815.5,Early Implementation
2018-04-01,2018,4,고양시,1060,0.357,11348.4,Early Implementation
2018-04-01,2018,4,남양주시,720,0.346,7478.3,Early Implementation
2018-04-01,2018,4,화성시,890,0.338,9035.3,Early Implementation
2018-04-01,2018,4,평택시,520,0.356,5551.9,Early Implementation
2018-04-01,2018,4,의정부시,430,0.347,4473.0,Early Implementation
2018-04-01,2018,4,파주시,480,0.348,5009.1,Early Implementation
2018-04-01,2018,4,광명시,320,0.334,3203.4,Early Implementation
2018-04-01,2018,4,광주시,410,0.358,4406.9,Early Implementation
2018-04-01,2018,4,군포시,280,0.368,3089.5,Early Implementation
2018-05-01,2018,5,수원시,1190,0.352,12563.3,Early Implementation
2018-05-01,2018,5,용인시,1080,0.359,11624.3,Early Implementation
2018-05-01,2018,5,성남시,940,0.354,9985.7,Early Implementation
2018-05-01,2018,5,안산시,650,0.338,6591.2,Early Implementation
2018-05-01,2018,5,안양시,570,0.344,5876.6,Early Implementation
2018-05-01,2018,5,부천시,800,0.33,7915.0,Early Implementation
2018-05-01,2018,5,고양시,1060,0.348,11080.2,Early Implementation
2018-05-01,2018,5,남양주시,720,0.357,7719.0,Early Implementation
2018-05-01,2018,5,화성시,890,0.345,9208.7,Early Implementation
2018-05-01,2018,5,평택시,520,0.355,5540.6,Early Implementation
2018-05-01,2018,5,의정부시,430,0.337,4351.8,Early Implementation
2018-05-01,2018,5,파주시,480,0.366,5264.5,Early Implementation
2018-05-01,2018,5,광명시,320,0.349,3354.2,Early Implementation
2018-05-01,2018,5,광주시,410,0.353,4338.2,Early Implementation
2018-05-01,2018,5,군포시,280,0.384,3223.8,Early Implementation
2018-06-01,2018,6,수원시,1190,0.334,11914.4,Early Implementation
2018-06-01,2018,6,용인시,1080,0.368,11931.1,Early Implementation
2018-06-01,2018,6,성남시,940,0.351,9886.1,Early Implementation
2018-06-01,2018,6,안산시,650,0.372,7263.7,Early Implementation
2018-06-01,2018,6,안양시,570,0.372,6357.1,Early Implementation
2018-06-01,2018,6,부천시,800,0.344,8265.7,Early Implementation
2018-06-01,2018,6,고양시,1060,0.336,10679.0,Early Implementation
2018-06-01,2018,6,남양주시,720,0.333,7201.3,Early Implementation
2018-06-01,2018,6,화성시,890,0.347,9254.0,Early Implementation
2018-06-01,2018,6,평택시,520,0.344,5365.8,Early Implementation
2018-06-01,2018,6,의정부시,430,0.362,4675.0,Early Implementation
2018-06-01,2018,6,파주시,480,0.324,4665.6,Early Implementation
2018-06-01,2018,6,광명시,320,0.361,3465.3,Early Implementation
2018-06-01,2018,6,광주시,410,0.38,4670.9,Early Implementation
2018-06-01,2018,6,군포시,280,0.341,2860.6,Early Implementation
2018-07-01,2018,7,수원시,1190,0.388,13843.5,Early Implementation
2018-07-01,2018,7,용인시,1080,0.377,12206.7,Early Implementation
2018-07-01,2018,7,성남시,940,0.366,10312.9,Early Implementation
2018-07-01,2018,7,안산시,650,0.367,7150.0,Early Implementation
2018-07-01,2018,7,안양시,570,0.379,6473.4,Early Implementation
2018-07-01,2018,7,부천시,800,0.402,9654.8,Early Implementation
2018-07-01,2018,7,고양시,1060,0.357,11354.1,Early Implementation
2018-07-01,2018,7,남양주시,720,0.399,8621.1,Early Implementation
2018-07-01,2018,7,화성시,890,0.42,11214.6,Early Implementation
2018-07-01,2018,7,평택시,520,0.378,5892.9,Early Implementation
2018-07-01,2018,7,의정부시,430,0.378,4882.2,Early Implementation
2018-07-01,2018,7,파주시,480,0.4,5756.1,Early Implementation
2018-07-01,2018,7,광명시,320,0.352,3376.1,Early Implementation
2018-07-01,2018,7,광주시,410,0.353,4342.8,Early Implementation
2018-07-01,2018,7,군포시,280,0.339,2843.4,Early Implementation
2018-08-01,2018,8,수원시,1190,0.409,14600.7,Early Implementation
2018-08-01,2018,8,용인시,1080,0.385,12469.5,Early Implementation
2018-08-01,2018,8,성남시,940,0.376,10617.0,Early Implementation
2018-08-01,2018,8,안산시,650,0.388,7564.7,Early Implementation
2018-08-01,2018,8,안양시,570,0.384,6565.2,Early Implementation
2018-08-01,2018,8,부천시,800,0.375,9010.7,Early Implementation
2018-08-01,2018,8,고양시,1060,0.366,11623.8,Early Implementation
2018-08-01,2018,8,남양주시,720,0.375,8106.2,Early Implementation
2018-08-01,2018,8,화성시,890,0.377,10054.2,Early Implementation
2018-08-01,2018,8,평택시,520,0.399,6224.2,Early Implementation
2018-08-01,2018,8,의정부시,430,0.384,4957.9,Early Implementation
2018-08-01,2018,8,파주시,480,0.405,5830.6,Early Implementation
2018-08-01,2018,8,광명시,320,0.363,3481.5,Early Implementation
2018-08-01,2018,8,광주시,410,0.356,4377.6,Early Implementation
2018-08-01,2018,8,군포시,280,0.364,3061.2,Early Implementation
2018-09-01,2018,9,수원시,1190,0.418,14905.9,Early Implementation
2018-09-01,2018,9,용인시,1080,0.415,13434.5,Early Implementation
2018-09-01,2018,9,성남시,940,0.383,10795.8,Early Implementation
2018-09-01,2018,9,안산시,650,0.391,7617.1,Early Implementation
2018-09-01,2018,9,안양시,570,0.396,6765.4,Early Implementation
2018-09-01,2018,9,부천시,800,0.454,10902.8,Early Implementation
2018-09-01,2018,9,고양시,1060,0.426,13542.7,Early Implementation
2018-09-01,2018,9,남양주시,720,0.407,8793.2,Early Implementation
2018-09-01,2018,9,화성시,890,0.394,10525.8,Early Implementation
2018-09-01,2018,9,평택시,520,0.405,6312.0,Early Implementation
2018-09-01,2018,9,의정부시,430,0.412,5315.4,Early Implementation
2018-09-01,2018,9,파주시,480,0.434,6245.6,Early Implementation
2018-09-01,2018,9,광명시,320,0.405,3883.5,Early Implementation
2018-09-01,2018,9,광주시,410,0.375,4618.5,Early Implementation
2018-09-01,2018,9,군포시,280,0.382,3209.1,Early Implementation
2018-10-01,2018,10,수원시,1190,0.363,12958.1,Early Implementation
2018-10-01,2018,10,용인시,1080,0.428,13854.5,Early Implementation
2018-10-01,2018,10,성남시,940,0.362,10214.5,Early Implementation
2018-10-01,2018,10,안산시,650,0.403,7856.7,Early Implementation
2018-10-01,2018,10,안양시,570,0.383,6557.7,Early Implementation
2018-10-01,2018,10,부천시,800,0.415,9960.4,Early Implementation
2018-10-01,2018,10,고양시,1060,0.396,12589.9,Early Implementation
2018-10-01,2018,10,남양주시,720,0.426,9205.3,Early Implementation
2018-10-01,2018,10,화성시,890,0.394,10518.3,Early Implementation
2018-10-01,2018,10,평택시,520,0.387,6044.5,Early Implementation
2018-10-01,2018,10,의정부시,430,0.428,5517.2,Early Implementation
2018-10-01,2018,10,파주시,480,0.362,5213.7,Early Implementation
2018-10-01,2018,10,광명시,320,0.43,4130.5,Early Implementation
2018-10-01,2018,10,광주시,410,0.409,5035.5,Early Implementation
2018-10-01,2018,10,군포시,280,0.421,3537.4,Early Implementation
2018-11-01,2018,11,수원시,1190,0.35,12505.7,Early Implementation
2018-11-01,2018,11,용인시,1080,0.371,12033.0,Early Implementation
2018-11-01,2018,11,성남시,940,0.357,10062.8,Early Implementation
2018-11-01,2018,11,안산시,650,0.374,7301.8,Early Implementation
2018-11-01,2018,11,안양시,570,0.339,5794.8,Early Implementation
2018-11-01,2018,11,부천시,800,0.346,8297.6,Early Implementation
2018-11-01,2018,11,고양시,1060,0.375,11918.8,Early Implementation
2018-11-01,2018,11,남양주시,720,0.339,7330.0,Early Implementation
2018-11-01,2018,11,화성시,890,0.317,8466.4,Early Implementation
2018-11-01,2018,11,평택시,520,0.357,5566.7,Early Implementation
2018-11-01,2018,11,의정부시,430,0.331,4275.0,Early Implementation
2018-11-01,2018,11,파주시,480,0.367,5278.5,Early Implementation
2018-11-01,2018,11,광명시,320,0.353,3389.7,Early Implementation
2018-11-01,2018,11,광주시,410,0.332,4082.8,Early Implementation
2018-11-01,2018,11,군포시,280,0.337,2831.2,Early Implementation
2018-12-01,2018,12,수원시,1190,0.411,14686.7,Early Implementation
2018-12-01,2018,12,용인시,1080,0.413,13392.7,Early Implementation
2018-12-01,2018,12,성남시,940,0.381,10757.7,Early Implementation
2018-12-01,2018,12,안산시,650,0.387,7541.8,Early Implementation
2018-12-01,2018,12,안양시,570,0.414,7084.2,Early Implementation
2018-12-01,2018,12,부천시,800,0.403,9680.3,Early Implementation
2018-12-01,2018,12,고양시,1060,0.368,11716.3,Early Implementation
2018-12-01,2018,12,남양주시,720,0.346,7478.7,Early Implementation
2018-12-01,2018,12,화성시,890,0.405,10820.0,Early Implementation
2018-12-01,2018,12,평택시,520,0.377,5873.6,Early Implementation
2018-12-01,2018,12,의정부시,430,0.397,5117.3,Early Implementation
2018-12-01,2018,12,파주시,480,0.391,5634.5,Early Implementation
2018-12-01,2018,12,광명시,320,0.383,3677.9,Early Implementation
2018-12-01,2018,12,광주시,410,0.395,4860.6,Early Implementation
2018-12-01,2018,12,군포시,280,0.399,3351.5,Early Implementation
2019-01-01,2019,1,수원시,1190,0.397,14160.9,Full Implementation
2019-01-01,2019,1,용인시,1080,0.359,11640.7,Full Implementation
2019-01-01,2019,1,성남시,940,0.37,10434.8,Full Implementation
2019-01-01,2019,1,안산시,650,0.375,7307.3,Full Implementation
2019-01-01,2019,1,안양시,570,0.389,6644.3,Full Implementation
2019-01-01,2019,1,부천시,800,0.399,9578.0,Full Implementation
2019-01-01,2019,1,고양시,1060,0.41,13028.9,Full Implementation
2019-01-01,2019,1,남양주시,720,0.358,7725.0,Full Implementation
2019-01-01,2019,1,화성시,890,0.387,10346.2,Full Implementation
2019-01-01,2019,1,평택시,520,0.398,6205.1,Full Implementation
2019-01-01,2019,1,의정부시,430,0.357,4600.0,Full Implementation
2019-01-01,2019,1,파주시,480,0.36,5191.2,Full Implementation
2019-01-01,2019,1,광명시,320,0.374,3591.7,Full Implementation
2019-01-01,2019,1,광주시,410,0.399,4903.2,Full Implementation
2019-01-01,2019,1,군포시,280,0.365,3065.8,Full Implementation
2019-02-01,2019,2,수원시,1190,0.322,11499.8,Full Implementation
2019-02-01,2019,2,용인시,1080,0.313,10137.5,Full Implementation
2019-02-01,2019,2,성남시,940,0.31,8749.2,Full Implementation
2019-02-01,2019,2,안산시,650,0.316,6153.2,Full Implementation
2019-02-01,2019,2,안양시,570,0.303,5174.2,Full Implementation
2019-02-01,2019,2,부천시,800,0.319,7655.1,Full Implementation
2019-02-01,2019,2,고양시,1060,0.329,10454.4,Full Implementation
2019-02-01,2019,2,남양주시,720,0.322,6961.3,Full Implementation
2019-02-01,2019,2,화성시,890,0.289,7726.6,Full Implementation
2019-02-01,2019,2,평택시,520,0.306,4780.2,Full Implementation
2019-02-01,2019,2,의정부시,430,0.324,4184.8,Full Implementation
2019-02-01,2019,2,파주시,480,0.31,4458.7,Full Implementation
2019-02-01,2019,2,광명시,320,0.343,3290.7,Full Implementation
2019-02-01,2019,2,광주시,410,0.343,4216.9,Full Implementation
2019-02-01,2019,2,군포시,280,0.328,2757.0,Full Implementation
2019-03-01,2019,3,수원시,1190,0.316,11276.3,Full Implementation
2019-03-01,2019,3,용인시,1080,0.303,9830.1,Full Implementation
2019-03-01,2019,3,성남시,940,0.307,8659.9,Full Implementation
2019-03-01,2019,3,안산시,650,0.325,6330.7,Full Implementation
2019-03-01,2019,3,안양시,570,0.322,5501.4,Full Implementation
2019-03-01,2019,3,부천시,800,0.299,7176.5,Full Implementation
2019-03-01,2019,3,고양시,1060,0.293,9319.5,Full Implementation
2019-03-01,2019,3,남양주시,720,0.31,6696.4,Full Implementation
2019-03-01,2019,3,화성시,890,0.331,8833.9,Full Implementation
2019-03-01,2019,3,평택시,520,0.313,4875.5,Full Implementation
2019-03-01,2019,3,의정부시,430,0.328,4225.8,Full Implementation
2019-03-01,2019,3,파주시,480,0.303,4369.0,Full Implementation
2019-03-01,2019,3,광명시,320,0.315,3020.0,Full Implementation
2019-03-01,2019,3,광주시,410,0.341,4189.9,Full Implementation
2019-03-01,2019,3,군포시,280,0.3,2518.7,Full Implementation
2019-04-01,2019,4,수원시,1190,0.299,10691.9,Full Implementation
2019-04-01,2019,4,용인시,1080,0.311,10088.6,Full Implementation
2019-04-01,2019,4,성남시,940,0.295,8310.5,Full Implementation
2019-04-01,2019,4,안산시,650,0.311,6061.7,Full Implementation
2019-04-01,2019,4,안양시,570,0.28,4792.9,Full Implementation
2019-04-01,2019,4,부천시,800,0.32,7673.7,Full Implementation
2019-04-01,2019,4,고양시,1060,0.323,10261.9,Full Implementation
2019-04-01,2019,4,남양주시,720,0.306,6607.1,Full Implementation
2019-04-01,2019,4,화성시,890,0.301,8033.7,Full Implementation
2019-04-01,2019,4,평택시,520,0.324,5062.2,Full Implementation
2019-04-01,2019,4,의정부시,430,0.307,3957.9,Full Implementation
2019-04-01,2019,4,파주시,480,0.295,4252.6,Full Implementation
2019-04-01,2019,4,광명시,320,0.309,2966.9,Full Implementation
2019-04-01,2019,4,광주시,410,0.313,3851.0,Full Implementation
2019-04-01,2019,4,군포시,280,0.322,2706.8,Full Implementation
2019-05-01,2019,5,수원시,1190,0.302,10772.2,Full Implementation
2019-05-01,2019,5,용인시,1080,0.287,9307.9,Full Implementation
2019-05-01,2019,5,성남시,940,0.312,8802.2,Full Implementation
2019-05-01,2019,5,안산시,650,0.31,6052.3,Full Implementation
2019-05-01,2019,5,안양시,570,0.288,4921.9,Full Implementation
2019-05-01,2019,5,부천시,800,0.307,7358.1,Full Implementation
2019-05-01,2019,5,고양시,1060,0.301,9574.1,Full Implementation
2019-05-01,2019,5,남양주시,720,0.311,6717.1,Full Implementation
2019-05-01,2019,5,화성시,890,0.297,7933.8,Full Implementation
2019-05-01,2019,5,평택시,520,0.294,4591.7,Full Implementation
2019-05-01,2019,5,의정부시,430,0.316,4071.6,Full Implementation
2019-05-01,2019,5,파주시,480,0.297,4273.1,Full Implementation
2019-05-01,2019,5,광명시,320,0.315,3025.2,Full Implementation
2019-05-01,2019,5,광주시,410,0.306,3764.2,Full Implementation
2019-05-01,2019,5,군포시,280,0.299,2509.7,Full Implementation
2019-06-01,2019,6,수원시,1190,0.276,9858.3,Full Implementation
2019-06-01,2019,6,용인시,1080,0.314,10171.7,Full Implementation
2019-06-01,2019,6,성남시,940,0.275,7746.8,Full Implementation
2019-06-01,2019,6,안산시,650,0.323,6297.6,Full Implementation
2019-06-01,2019,6,안양시,570,0.3,5126.2,Full Implementation
