date,year,month,district,population_1000s,waste_kg_per_capita_per_day,total_waste_tons_per_month,policy_phase
2016-11-01,2016,11,성북구,460,0.412,5688.2,Phase 1: RFID Pilot
2016-11-01,2016,11,관악구,520,0.369,5760.6,Phase 1: RFID Pilot
2016-11-01,2016,11,동작구,410,0.376,4629.8,Phase 1: RFID Pilot
2016-11-01,2016,11,종로구,160,0.32,1537.2,Phase 1: RFID Pilot
2016-11-01,2016,11,중구,140,0.331,1388.2,Phase 1: RFID Pilot
2016-11-01,2016,11,용산구,240,0.353,2540.7,Phase 1: RFID Pilot
2016-12-01,2016,12,강남구,550,0.523,8636.9,Phase 1: RFID Pilot
2016-12-01,2016,12,서초구,450,0.495,6676.7,Phase 1: RFID Pilot
2016-12-01,2016,12,송파구,670,0.524,10535.5,Phase 1: RFID Pilot
2016-12-01,2016,12,강동구,450,0.447,6034.7,Phase 1: RFID Pilot
2016-12-01,2016,12,마포구,380,0.478,5447.5,Phase 1: RFID Pilot
2016-12-01,2016,12,영등포구,400,0.462,5540.3,Phase 1: RFID Pilot
2016-12-01,2016,12,양천구,470,0.421,5936.1,Phase 1: RFID Pilot
2016-12-01,2016,12,노원구,540,0.408,6614.5,Phase 1: RFID Pilot
2016-12-01,2016,12,은평구,490,0.43,6325.3,Phase 1: RFID Pilot
2016-12-01,2016,12,성북구,460,0.432,5958.6,Phase 1: RFID Pilot
2016-12-01,2016,12,관악구,520,0.439,6849.9,Phase 1: RFID Pilot
2016-12-01,2016,12,동작구,410,0.451,5553.3,Phase 1: RFID Pilot
2016-12-01,2016,12,종로구,160,0.418,2004.6,Phase 1: RFID Pilot
2016-12-01,2016,12,중구,140,0.408,1713.8,Phase 1: RFID Pilot
2016-12-01,2016,12,용산구,240,0.395,2845.2,Phase 1: RFID Pilot
2017-01-01,2017,1,강남구,550,0.436,7186.9,Phase 2: Expansion
2017-01-01,2017,1,서초구,450,0.446,6016.2,Phase 2: Expansion
2017-01-01,2017,1,송파구,670,0.461,9271.3,Phase 2: Expansion
2017-01-01,2017,1,강동구,450,0.418,5639.8,Phase 2: Expansion
2017-01-01,2017,1,마포구,380,0.389,4435.3,Phase 2: Expansion
2017-01-01,2017,1,영등포구,400,0.399,4789.3,Phase 2: Expansion
2017-01-01,2017,1,양천구,470,0.391,5510.0,Phase 2: Expansion
2017-01-01,2017,1,노원구,540,0.417,6758.2,Phase 2: Expansion
2017-01-01,2017,1,은평구,490,0.411,6044.9,Phase 2: Expansion
2017-01-01,2017,1,성북구,460,0.461,6360.2,Phase 2: Expansion
2017-01-01,2017,1,관악구,520,0.34,5303.6,Phase 2: Expansion
2017-01-01,2017,1,동작구,410,0.4,4924.8,Phase 2: Expansion
2017-01-01,2017,1,종로구,160,0.36,1728.3,Phase 2: Expansion
2017-01-01,2017,1,중구,140,0.354,1488.2,Phase 2: Expansion
2017-01-01,2017,1,용산구,240,0.332,2393.1,Phase 2: Expansion
2017-02-01,2017,2,강남구,550,0.415,6840.5,Phase 2: Expansion
2017-02-01,2017,2,서초구,450,0.456,6150.5,Phase 2: Expansion
2017-02-01,2017,2,송파구,670,0.484,9724.6,Phase 2: Expansion
2017-02-01,2017,2,강동구,450,0.421,5683.0,Phase 2: Expansion
2017-02-01,2017,2,마포구,380,0.404,4600.2,Phase 2: Expansion
2017-02-01,2017,2,영등포구,400,0.4,4797.3,Phase 2: Expansion
2017-02-01,2017,2,양천구,470,0.455,6413.7,Phase 2: Expansion
2017-02-01,2017,2,노원구,540,0.397,6434.2,Phase 2: Expansion
2017-02-01,2017,2,은평구,490,0.415,6100.8,Phase 2: Expansion
2017-02-01,2017,2,성북구,460,0.426,5873.9,Phase 2: Expansion
2017-02-01,2017,2,관악구,520,0.392,6111.8,Phase 2: Expansion
2017-02-01,2017,2,동작구,410,0.437,5373.1,Phase 2: Expansion
2017-02-01,2017,2,종로구,160,0.347,1663.8,Phase 2: Expansion
2017-02-01,2017,2,중구,140,0.344,1445.4,Phase 2: Expansion
2017-02-01,2017,2,용산구,240,0.367,2644.3,Phase 2: Expansion
2017-03-01,2017,3,강남구,550,0.357,5883.6,Phase 2: Expansion
2017-03-01,2017,3,서초구,450,0.374,5052.9,Phase 2: Expansion
2017-03-01,2017,3,송파구,670,0.381,7655.0,Phase 2: Expansion
2017-03-01,2017,3,강동구,450,0.34,4590.7,Phase 2: Expansion
2017-03-01,2017,3,마포구,380,0.313,3564.3,Phase 2: Expansion
2017-03-01,2017,3,영등포구,400,0.332,3987.2,Phase 2: Expansion
2017-03-01,2017,3,양천구,470,0.32,4513.9,Phase 2: Expansion
2017-03-01,2017,3,노원구,540,0.299,4843.6,Phase 2: Expansion
2017-03-01,2017,3,은평구,490,0.312,4584.3,Phase 2: Expansion
2017-03-01,2017,3,성북구,460,0.325,4485.9,Phase 2: Expansion
2017-03-01,2017,3,관악구,520,0.318,4965.2,Phase 2: Expansion
2017-03-01,2017,3,동작구,410,0.323,3971.4,Phase 2: Expansion
2017-03-01,2017,3,종로구,160,0.278,1334.6,Phase 2: Expansion
2017-03-01,2017,3,중구,140,0.286,1199.9,Phase 2: Expansion
2017-03-01,2017,3,용산구,240,0.297,2136.1,Phase 2: Expansion
2017-04-01,2017,4,강남구,550,0.354,5846.9,Phase 2: Expansion
2017-04-01,2017,4,서초구,450,0.386,5217.2,Phase 2: Expansion
2017-04-01,2017,4,송파구,670,0.367,7371.6,Phase 2: Expansion
2017-04-01,2017,4,강동구,450,0.332,4479.4,Phase 2: Expansion
2017-04-01,2017,4,마포구,380,0.33,3763.4,Phase 2: Expansion
2017-04-01,2017,4,영등포구,400,0.323,3877.2,Phase 2: Expansion
2017-04-01,2017,4,양천구,470,0.354,4989.9,Phase 2: Expansion
2017-04-01,2017,4,노원구,540,0.308,4993.8,Phase 2: Expansion
2017-04-01,2017,4,은평구,490,0.325,4777.1,Phase 2: Expansion
2017-04-01,2017,4,성북구,460,0.314,4332.1,Phase 2: Expansion
2017-04-01,2017,4,관악구,520,0.281,4391.0,Phase 2: Expansion
2017-04-01,2017,4,동작구,410,0.302,3717.4,Phase 2: Expansion
2017-04-01,2017,4,종로구,160,0.284,1364.3,Phase 2: Expansion
2017-04-01,2017,4,중구,140,0.298,1250.6,Phase 2: Expansion
2017-04-01,2017,4,용산구,240,0.295,2124.6,Phase 2: Expansion
2017-05-01,2017,5,강남구,550,0.362,5971.1,Phase 2: Expansion
2017-05-01,2017,5,서초구,450,0.342,4612.0,Phase 2: Expansion
2017-05-01,2017,5,송파구,670,0.364,7321.3,Phase 2: Expansion
2017-05-01,2017,5,강동구,450,0.34,4587.2,Phase 2: Expansion
2017-05-01,2017,5,마포구,380,0.307,3496.3,Phase 2: Expansion
2017-05-01,2017,5,영등포구,400,0.307,3681.1,Phase 2: Expansion
2017-05-01,2017,5,양천구,470,0.317,4474.8,Phase 2: Expansion
2017-05-01,2017,5,노원구,540,0.32,5185.9,Phase 2: Expansion
2017-05-01,2017,5,은평구,490,0.294,4328.6,Phase 2: Expansion
2017-05-01,2017,5,성북구,460,0.315,4349.9,Phase 2: Expansion
2017-05-01,2017,5,관악구,520,0.297,4635.9,Phase 2: Expansion
2017-05-01,2017,5,동작구,410,0.355,4367.4,Phase 2: Expansion
2017-05-01,2017,5,종로구,160,0.271,1300.8,Phase 2: Expansion
2017-05-01,2017,5,중구,140,0.287,1204.9,Phase 2: Expansion
2017-05-01,2017,5,용산구,240,0.302,2171.2,Phase 2: Expansion
2017-06-01,2017,6,강남구,550,0.347,5718.2,Phase 2: Expansion
2017-06-01,2017,6,서초구,450,0.327,4416.2,Phase 2: Expansion
2017-06-01,2017,6,송파구,670,0.367,7383.2,Phase 2: Expansion
2017-06-01,2017,6,강동구,450,0.311,4194.7,Phase 2: Expansion
2017-06-01,2017,6,마포구,380,0.324,3698.0,Phase 2: Expansion
2017-06-01,2017,6,영등포구,400,0.351,4214.8,Phase 2: Expansion
2017-06-01,2017,6,양천구,470,0.316,4458.8,Phase 2: Expansion
2017-06-01,2017,6,노원구,540,0.322,5223.6,Phase 2: Expansion
2017-06-01,2017,6,은평구,490,0.307,4517.9,Phase 2: Expansion
2017-06-01,2017,6,성북구,460,0.333,4598.0,Phase 2: Expansion
2017-06-01,2017,6,관악구,520,0.316,4931.3,Phase 2: Expansion
2017-06-01,2017,6,동작구,410,0.341,4192.9,Phase 2: Expansion
2017-06-01,2017,6,종로구,160,0.301,1445.5,Phase 2: Expansion
2017-06-01,2017,6,중구,140,0.278,1166.1,Phase 2: Expansion
2017-06-01,2017,6,용산구,240,0.29,2089.1,Phase 2: Expansion
2017-07-01,2017,7,강남구,550,0.39,6438.8,Phase 2: Expansion
2017-07-01,2017,7,서초구,450,0.402,5423.1,Phase 2: Expansion
2017-07-01,2017,7,송파구,670,0.392,7872.7,Phase 2: Expansion
2017-07-01,2017,7,강동구,450,0.33,4458.6,Phase 2: Expansion
2017-07-01,2017,7,마포구,380,0.378,4307.1,Phase 2: Expansion
2017-07-01,2017,7,영등포구,400,0.343,4116.9,Phase 2: Expansion
2017-07-01,2017,7,양천구,470,0.365,5150.7,Phase 2: Expansion
2017-07-01,2017,7,노원구,540,0.33,5342.9,Phase 2: Expansion
2017-07-01,2017,7,은평구,490,0.34,4998.9,Phase 2: Expansion
2017-07-01,2017,7,성북구,460,0.341,4699.5,Phase 2: Expansion
2017-07-01,2017,7,관악구,520,0.336,5241.0,Phase 2: Expansion
2017-07-01,2017,7,동작구,410,0.342,4202.4,Phase 2: Expansion
2017-07-01,2017,7,종로구,160,0.309,1481.1,Phase 2: Expansion
2017-07-01,2017,7,중구,140,0.3,1258.0,Phase 2: Expansion
2017-07-01,2017,7,용산구,240,0.327,2352.4,Phase 2: Expansion
2017-08-01,2017,8,강남구,550,0.394,6494.0,Phase 2: Expansion
2017-08-01,2017,8,서초구,450,0.336,4541.5,Phase 2: Expansion
2017-08-01,2017,8,송파구,670,0.387,7786.4,Phase 2: Expansion
2017-08-01,2017,8,강동구,450,0.333,4493.9,Phase 2: Expansion
2017-08-01,2017,8,마포구,380,0.342,3899.9,Phase 2: Expansion
2017-08-01,2017,8,영등포구,400,0.33,3959.6,Phase 2: Expansion
2017-08-01,2017,8,양천구,470,0.353,4980.0,Phase 2: Expansion
2017-08-01,2017,8,노원구,540,0.345,5586.2,Phase 2: Expansion
2017-08-01,2017,8,은평구,490,0.297,4360.5,Phase 2: Expansion
2017-08-01,2017,8,성북구,460,0.345,4760.2,Phase 2: Expansion
2017-08-01,2017,8,관악구,520,0.326,5078.8,Phase 2: Expansion
2017-08-01,2017,8,동작구,410,0.335,4126.4,Phase 2: Expansion
2017-08-01,2017,8,종로구,160,0.31,1488.9,Phase 2: Expansion
2017-08-01,2017,8,중구,140,0.311,1306.3,Phase 2: Expansion
2017-08-01,2017,8,용산구,240,0.314,2262.8,Phase 2: Expansion
2017-09-01,2017,9,강남구,550,0.494,8143.8,Phase 2: Expansion
2017-09-01,2017,9,서초구,450,0.47,6347.5,Phase 2: Expansion
2017-09-01,2017,9,송파구,670,0.479,9625.5,Phase 2: Expansion
2017-09-01,2017,9,강동구,450,0.422,5695.1,Phase 2: Expansion
2017-09-01,2017,9,마포구,380,0.375,4279.0,Phase 2: Expansion
2017-09-01,2017,9,영등포구,400,0.392,4709.2,Phase 2: Expansion
2017-09-01,2017,9,양천구,470,0.406,5730.9,Phase 2: Expansion
2017-09-01,2017,9,노원구,540,0.342,5534.5,Phase 2: Expansion
2017-09-01,2017,9,은평구,490,0.332,4884.9,Phase 2: Expansion
2017-09-01,2017,9,성북구,460,0.385,5310.8,Phase 2: Expansion
2017-09-01,2017,9,관악구,520,0.405,6316.4,Phase 2: Expansion
2017-09-01,2017,9,동작구,410,0.383,4710.6,Phase 2: Expansion
2017-09-01,2017,9,종로구,160,0.335,1609.7,Phase 2: Expansion
2017-09-01,2017,9,중구,140,0.396,1661.3,Phase 2: Expansion
2017-09-01,2017,9,용산구,240,0.351,2527.2,Phase 2: Expansion
2017-10-01,2017,10,강남구,550,0.409,6754.9,Phase 2: Expansion
2017-10-01,2017,10,서초구,450,0.428,5779.6,Phase 2: Expansion
2017-10-01,2017,10,송파구,670,0.42,8442.7,Phase 2: Expansion
2017-10-01,2017,10,강동구,450,0.447,6039.9,Phase 2: Expansion
2017-10-01,2017,10,마포구,380,0.399,4544.2,Phase 2: Expansion
2017-10-01,2017,10,영등포구,400,0.445,5339.9,Phase 2: Expansion
2017-10-01,2017,10,양천구,470,0.389,5480.5,Phase 2: Expansion
2017-10-01,2017,10,노원구,540,0.4,6473.2,Phase 2: Expansion
2017-10-01,2017,10,은평구,490,0.408,5993.3,Phase 2: Expansion
2017-10-01,2017,10,성북구,460,0.41,5652.2,Phase 2: Expansion
2017-10-01,2017,10,관악구,520,0.408,6358.6,Phase 2: Expansion
2017-10-01,2017,10,동작구,410,0.426,5239.3,Phase 2: Expansion
2017-10-01,2017,10,종로구,160,0.385,1847.2,Phase 2: Expansion
2017-10-01,2017,10,중구,140,0.333,1397.6,Phase 2: Expansion
2017-10-01,2017,10,용산구,240,0.353,2540.4,Phase 2: Expansion
2017-11-01,2017,11,강남구,550,0.346,5712.3,Phase 2: Expansion
2017-11-01,2017,11,서초구,450,0.356,4801.1,Phase 2: Expansion
2017-11-01,2017,11,송파구,670,0.374,7511.1,Phase 2: Expansion
2017-11-01,2017,11,강동구,450,0.306,4133.1,Phase 2: Expansion
2017-11-01,2017,11,마포구,380,0.308,3507.0,Phase 2: Expansion
2017-11-01,2017,11,영등포구,400,0.291,3491.3,Phase 2: Expansion
2017-11-01,2017,11,양천구,470,0.315,4439.6,Phase 2: Expansion
2017-11-01,2017,11,노원구,540,0.292,4724.3,Phase 2: Expansion
2017-11-01,2017,11,은평구,490,0.264,3883.3,Phase 2: Expansion
2017-11-01,2017,11,성북구,460,0.315,4342.5,Phase 2: Expansion
2017-11-01,2017,11,관악구,520,0.311,4847.3,Phase 2: Expansion
2017-11-01,2017,11,동작구,410,0.321,3945.6,Phase 2: Expansion
2017-11-01,2017,11,종로구,160,0.271,1299.3,Phase 2: Expansion
2017-11-01,2017,11,중구,140,0.268,1126.2,Phase 2: Expansion
2017-11-01,2017,11,용산구,240,0.296,2129.0,Phase 2: Expansion
2017-12-01,2017,12,강남구,550,0.399,6583.7,Phase 2: Expansion
2017-12-01,2017,12,서초구,450,0.42,5670.0,Phase 2: Expansion
2017-12-01,2017,12,송파구,670,0.386,7768.3,Phase 2: Expansion
2017-12-01,2017,12,강동구,450,0.377,5083.9,Phase 2: Expansion
2017-12-01,2017,12,마포구,380,0.368,4195.9,Phase 2: Expansion
2017-12-01,2017,12,영등포구,400,0.341,4091.9,Phase 2: Expansion
2017-12-01,2017,12,양천구,470,0.361,5094.5,Phase 2: Expansion
2017-12-01,2017,12,노원구,540,0.326,5279.6,Phase 2: Expansion
2017-12-01,2017,12,은평구,490,0.335,4925.7,Phase 2: Expansion
2017-12-01,2017,12,성북구,460,0.359,4948.1,Phase 2: Expansion
2017-12-01,2017,12,관악구,520,0.349,5450.7,Phase 2: Expansion
2017-12-01,2017,12,동작구,410,0.349,4288.8,Phase 2: Expansion
2017-12-01,2017,12,종로구,160,0.33,1582.1,Phase 2: Expansion
2017-12-01,2017,12,중구,140,0.29,1220.0,Phase 2: Expansion
2017-12-01,2017,12,용산구,240,0.353,2540.4,Phase 2: Expansion
2018-01-01,2018,1,강남구,550,0.407,6712.9,Phase 2: Expansion
2018-01-01,2018,1,서초구,450,0.447,6041.2,Phase 2: Expansion
2018-01-01,2018,1,송파구,670,0.435,8749.8,Phase 2: Expansion
2018-01-01,2018,1,강동구,450,0.398,5373.3,Phase 2: Expansion
2018-01-01,2018,1,마포구,380,0.367,4185.8,Phase 2: Expansion
2018-01-01,2018,1,영등포구,400,0.373,4476.5,Phase 2: Expansion
2018-01-01,2018,1,양천구,470,0.389,5490.4,Phase 2: Expansion
2018-01-01,2018,1,노원구,540,0.368,5962.4,Phase 2: Expansion
2018-01-01,2018,1,은평구,490,0.329,4836.4,Phase 2: Expansion
2018-01-01,2018,1,성북구,460,0.398,5486.2,Phase 2: Expansion
2018-01-01,2018,1,관악구,520,0.331,5158.0,Phase 2: Expansion
2018-01-01,2018,1,동작구,410,0.412,5064.9,Phase 2: Expansion
2018-01-01,2018,1,종로구,160,0.334,1602.0,Phase 2: Expansion
2018-01-01,2018,1,중구,140,0.326,1368.1,Phase 2: Expansion
2018-01-01,2018,1,용산구,240,0.344,2477.7,Phase 2: Expansion
2018-02-01,2018,2,강남구,550,0.416,6865.4,Phase 2: Expansion
2018-02-01,2018,2,서초구,450,0.443,5985.8,Phase 2: Expansion
2018-02-01,2018,2,송파구,670,0.426,8558.3,Phase 2: Expansion
2018-02-01,2018,2,강동구,450,0.416,5615.7,Phase 2: Expansion
2018-02-01,2018,2,마포구,380,0.391,4462.3,Phase 2: Expansion
2018-02-01,2018,2,영등포구,400,0.411,4934.9,Phase 2: Expansion
2018-02-01,2018,2,양천구,470,0.366,5164.9,Phase 2: Expansion
2018-02-01,2018,2,노원구,540,0.365,5910.5,Phase 2: Expansion
2018-02-01,2018,2,은평구,490,0.348,5113.4,Phase 2: Expansion
2018-02-01,2018,2,성북구,460,0.376,5182.5,Phase 2: Expansion
2018-02-01,2018,2,관악구,520,0.365,5695.0,Phase 2: Expansion
2018-02-01,2018,2,동작구,410,0.409,5036.0,Phase 2: Expansion
2018-02-01,2018,2,종로구,160,0.336,1611.3,Phase 2: Expansion
2018-02-01,2018,2,중구,140,0.33,1385.3,Phase 2: Expansion
2018-02-01,2018,2,용산구,240,0.347,2495.2,Phase 2: Expansion
2018-03-01,2018,3,강남구,550,0.334,5517.8,Phase 2: Expansion
2018-03-01,2018,3,서초구,450,0.329,4438.2,Phase 2: Expansion
2018-03-01,2018,3,송파구,670,0.328,6585.8,Phase 2: Expansion
2018-03-01,2018,3,강동구,450,0.271,3652.9,Phase 2: Expansion
2018-03-01,2018,3,마포구,380,0.314,3574.6,Phase 2: Expansion
2018-03-01,2018,3,영등포구,400,0.268,3217.3,Phase 2: Expansion
2018-03-01,2018,3,양천구,470,0.278,3918.6,Phase 2: Expansion
2018-03-01,2018,3,노원구,540,0.31,5019.2,Phase 2: Expansion
2018-03-01,2018,3,은평구,490,0.283,4155.3,Phase 2: Expansion
2018-03-01,2018,3,성북구,460,0.308,4247.1,Phase 2: Expansion
2018-03-01,2018,3,관악구,520,0.256,3991.9,Phase 2: Expansion
2018-03-01,2018,3,동작구,410,0.265,3261.7,Phase 2: Expansion
2018-03-01,2018,3,종로구,160,0.286,1375.1,Phase 2: Expansion
2018-03-01,2018,3,중구,140,0.281,1180.4,Phase 2: Expansion
2018-03-01,2018,3,용산구,240,0.272,1958.8,Phase 2: Expansion
2018-04-01,2018,4,강남구,550,0.342,5649.2,Phase 2: Expansion
2018-04-01,2018,4,서초구,450,0.329,4442.2,Phase 2: Expansion
2018-04-01,2018,4,송파구,670,0.313,6296.9,Phase 2: Expansion
2018-04-01,2018,4,강동구,450,0.267,3600.2,Phase 2: Expansion
2018-04-01,2018,4,마포구,380,0.272,3096.7,Phase 2: Expansion
2018-04-01,2018,4,영등포구,400,0.304,3642.2,Phase 2: Expansion
2018-04-01,2018,4,양천구,470,0.297,4184.2,Phase 2: Expansion
2018-04-01,2018,4,노원구,540,0.269,4355.1,Phase 2: Expansion
2018-04-01,2018,4,은평구,490,0.263,3862.9,Phase 2: Expansion
2018-04-01,2018,4,성북구,460,0.295,4071.3,Phase 2: Expansion
2018-04-01,2018,4,관악구,520,0.272,4243.4,Phase 2: Expansion
2018-04-01,2018,4,동작구,410,0.285,3510.3,Phase 2: Expansion
2018-04-01,2018,4,종로구,160,0.239,1145.0,Phase 2: Expansion
2018-04-01,2018,4,중구,140,0.26,1092.3,Phase 2: Expansion
2018-04-01,2018,4,용산구,240,0.268,1926.4,Phase 2: Expansion
2018-05-01,2018,5,강남구,550,0.324,5350.3,Phase 2: Expansion
2018-05-01,2018,5,서초구,450,0.331,4462.8,Phase 2: Expansion
2018-05-01,2018,5,송파구,670,0.326,6553.7,Phase 2: Expansion
2018-05-01,2018,5,강동구,450,0.276,3724.8,Phase 2: Expansion
2018-05-01,2018,5,마포구,380,0.279,3175.2,Phase 2: Expansion
2018-05-01,2018,5,영등포구,400,0.268,3212.8,Phase 2: Expansion
2018-05-01,2018,5,양천구,470,0.284,4009.7,Phase 2: Expansion
2018-05-01,2018,5,노원구,540,0.278,4507.1,Phase 2: Expansion
2018-05-01,2018,5,은평구,490,0.268,3932.7,Phase 2: Expansion
2018-05-01,2018,5,성북구,460,0.29,3995.5,Phase 2: Expansion
2018-05-01,2018,5,관악구,520,0.26,4061.0,Phase 2: Expansion
2018-05-01,2018,5,동작구,410,0.302,3716.3,Phase 2: Expansion
2018-05-01,2018,5,종로구,160,0.252,1210.7,Phase 2: Expansion
2018-05-01,2018,5,중구,140,0.255,1071.7,Phase 2: Expansion
2018-05-01,2018,5,용산구,240,0.28,2015.3,Phase 2: Expansion
2018-06-01,2018,6,강남구,550,0.304,5020.7,Phase 2: Expansion
2018-06-01,2018,6,서초구,450,0.337,4553.4,Phase 2: Expansion
2018-06-01,2018,6,송파구,670,0.319,6408.7,Phase 2: Expansion
2018-06-01,2018,6,강동구,450,0.309,4176.9,Phase 2: Expansion
2018-06-01,2018,6,마포구,380,0.306,3487.1,Phase 2: Expansion
2018-06-01,2018,6,영등포구,400,0.281,3370.4,Phase 2: Expansion
2018-06-01,2018,6,양천구,470,0.273,3853.7,Phase 2: Expansion
2018-06-01,2018,6,노원구,540,0.258,4173.1,Phase 2: Expansion
2018-06-01,2018,6,은평구,490,0.27,3962.9,Phase 2: Expansion
2018-06-01,2018,6,성북구,460,0.282,3893.6,Phase 2: Expansion
2018-06-01,2018,6,관악구,520,0.283,4409.6,Phase 2: Expansion
2018-06-01,2018,6,동작구,410,0.26,3194.6,Phase 2: Expansion
2018-06-01,2018,6,종로구,160,0.263,1261.7,Phase 2: Expansion
2018-06-01,2018,6,중구,140,0.278,1165.8,Phase 2: Expansion
2018-06-01,2018,6,용산구,240,0.244,1753.9,Phase 2: Expansion
2018-07-01,2018,7,강남구,550,0.362,5981.2,Phase 2: Expansion
2018-07-01,2018,7,서초구,450,0.352,4756.2,Phase 2: Expansion
2018-07-01,2018,7,송파구,670,0.341,6851.8,Phase 2: Expansion
2018-07-01,2018,7,강동구,450,0.304,4107.4,Phase 2: Expansion
2018-07-01,2018,7,마포구,380,0.312,3554.6,Phase 2: Expansion
2018-07-01,2018,7,영등포구,400,0.337,4047.5,Phase 2: Expansion
2018-07-01,2018,7,양천구,470,0.293,4134.1,Phase 2: Expansion
2018-07-01,2018,7,노원구,540,0.318,5156.9,Phase 2: Expansion
2018-07-01,2018,7,은평구,490,0.338,4969.0,Phase 2: Expansion
2018-07-01,2018,7,성북구,460,0.314,4337.0,Phase 2: Expansion
2018-07-01,2018,7,관악구,520,0.299,4663.3,Phase 2: Expansion
2018-07-01,2018,7,동작구,410,0.334,4107.6,Phase 2: Expansion
2018-07-01,2018,7,종로구,160,0.255,1224.5,Phase 2: Expansion
2018-07-01,2018,7,중구,140,0.253,1062.2,Phase 2: Expansion
2018-07-01,2018,7,용산구,240,0.245,1762.8,Phase 2: Expansion
2018-08-01,2018,8,강남구,550,0.38,6266.2,Phase 2: Expansion
2018-08-01,2018,8,서초구,450,0.356,4809.5,Phase 2: Expansion
2018-08-01,2018,8,송파구,670,0.349,7014.5,Phase 2: Expansion
2018-08-01,2018,8,강동구,450,0.324,4369.4,Phase 2: Expansion
2018-08-01,2018,8,마포구,380,0.318,3628.2,Phase 2: Expansion
2018-08-01,2018,8,영등포구,400,0.308,3698.1,Phase 2: Expansion
2018-08-01,2018,8,양천구,470,0.302,4256.0,Phase 2: Expansion
2018-08-01,2018,8,노원구,540,0.296,4803.1,Phase 2: Expansion
2018-08-01,2018,8,은평구,490,0.296,4349.6,Phase 2: Expansion
2018-08-01,2018,8,성북구,460,0.333,4598.9,Phase 2: Expansion
2018-08-01,2018,8,관악구,520,0.302,4706.8,Phase 2: Expansion
2018-08-01,2018,8,동작구,410,0.339,4170.9,Phase 2: Expansion
2018-08-01,2018,8,종로구,160,0.264,1267.7,Phase 2: Expansion
2018-08-01,2018,8,중구,140,0.256,1075.8,Phase 2: Expansion
2018-08-01,2018,8,용산구,240,0.264,1897.6,Phase 2: Expansion
2018-09-01,2018,9,강남구,550,0.419,6920.7,Phase 2: Expansion
2018-09-01,2018,9,서초구,450,0.416,5613.0,Phase 2: Expansion
2018-09-01,2018,9,송파구,670,0.372,7482.3,Phase 2: Expansion
2018-09-01,2018,9,강동구,450,0.344,4641.8,Phase 2: Expansion
2018-09-01,2018,9,마포구,380,0.35,3993.5,Phase 2: Expansion
2018-09-01,2018,9,영등포구,400,0.416,4997.8,Phase 2: Expansion
2018-09-01,2018,9,양천구,470,0.385,5429.7,Phase 2: Expansion
2018-09-01,2018,9,노원구,540,0.344,5565.6,Phase 2: Expansion
2018-09-01,2018,9,은평구,490,0.33,4853.9,Phase 2: Expansion
2018-09-01,2018,9,성북구,460,0.36,4963.8,Phase 2: Expansion
2018-09-01,2018,9,관악구,520,0.349,5448.4,Phase 2: Expansion
2018-09-01,2018,9,동작구,410,0.393,4839.7,Phase 2: Expansion
2018-09-01,2018,9,종로구,160,0.314,1506.8,Phase 2: Expansion
2018-09-01,2018,9,중구,140,0.289,1213.1,Phase 2: Expansion
2018-09-01,2018,9,용산구,240,0.294,2118.1,Phase 2: Expansion
2018-10-01,2018,10,강남구,550,0.348,5734.4,Phase 2: Expansion
2018-10-01,2018,10,서초구,450,0.431,5819.0,Phase 2: Expansion
2018-10-01,2018,10,송파구,670,0.345,6937.5,Phase 2: Expansion
2018-10-01,2018,10,강동구,450,0.357,4818.9,Phase 2: Expansion
2018-10-01,2018,10,마포구,380,0.335,3821.8,Phase 2: Expansion
2018-10-01,2018,10,영등포구,400,0.371,4447.5,Phase 2: Expansion
2018-10-01,2018,10,양천구,470,0.347,4896.5,Phase 2: Expansion
2018-10-01,2018,10,노원구,540,0.363,5875.7,Phase 2: Expansion
2018-10-01,2018,10,은평구,490,0.328,4820.7,Phase 2: Expansion
2018-10-01,2018,10,성북구,460,0.338,4667.5,Phase 2: Expansion
2018-10-01,2018,10,관악구,520,0.367,5723.1,Phase 2: Expansion
2018-10-01,2018,10,동작구,410,0.31,3808.1,Phase 2: Expansion
2018-10-01,2018,10,종로구,160,0.34,1631.3,Phase 2: Expansion
2018-10-01,2018,10,중구,140,0.321,1348.8,Phase 2: Expansion
2018-10-01,2018,10,용산구,240,0.333,2400.8,Phase 2: Expansion
2018-11-01,2018,11,강남구,550,0.317,5226.7,Phase 2: Expansion
2018-11-01,2018,11,서초구,450,0.341,4597.7,Phase 2: Expansion
2018-11-01,2018,11,송파구,670,0.323,6490.1,Phase 2: Expansion
2018-11-01,2018,11,강동구,450,0.304,4106.5,Phase 2: Expansion
2018-11-01,2018,11,마포구,380,0.272,3098.2,Phase 2: Expansion
2018-11-01,2018,11,영등포구,400,0.279,3342.3,Phase 2: Expansion
2018-11-01,2018,11,양천구,470,0.306,4321.4,Phase 2: Expansion
2018-11-01,2018,11,노원구,540,0.257,4170.2,Phase 2: Expansion
2018-11-01,2018,11,은평구,490,0.238,3495.2,Phase 2: Expansion
2018-11-01,2018,11,성북구,460,0.29,3996.5,Phase 2: Expansion
2018-11-01,2018,11,관악구,520,0.249,3890.8,Phase 2: Expansion
2018-11-01,2018,11,동작구,410,0.297,3658.7,Phase 2: Expansion
2018-11-01,2018,11,종로구,160,0.252,1208.0,Phase 2: Expansion
2018-11-01,2018,11,중구,140,0.23,967.4,Phase 2: Expansion
